Unit#,LOB,Order#,Rec Req Date,stop_no,Actual Fuel Date,Next Fuel Date,Purchase Type,Actual Fuel Type,Rec Stop (P or A),Rec Stop Chain,Rec Gallons,Rec Stop PPG,Location Compliant,Gallon Over/Under ,Actual Stop,Actual Gallons,Actual PPG,PPG on Req Date,Next Actual Stop,Next PPG on Req Date,Dispatch has Re-opt,Measure Names,Actual Fuel Chain,Next Fuel Chain,Measure Values
231473,Line Haul,AQQ3886-01,6/16/2026,1,6/16/2026,6/18/2026,Fill,Primary,OR368,PILOT,152.5,,Y,Under,OR368,100.5,,,OR715,,N,Gallon Over/Under,PILOT,PILOT,51.98
231473,Line Haul,AQQ3886-01,6/16/2026,1,6/16/2026,6/18/2026,Fill,Primary,OR368,PILOT,152.5,,Y,Under,OR368,100.5,,,OR715,,N,Fuel Rec Count,PILOT,PILOT,1
231473,Line Haul,AQU3545-01,6/20/2026,1,6/21/2026,6/26/2026,Fill,Alternate,OR126,LOVES,134.9,,Y,Under,OR126,100.0,,,MT225,,N,Total Noncompliant Cost,LOVES,PILOT,0
231473,Line Haul,AQU3545-01,6/20/2026,1,6/21/2026,6/26/2026,Fill,Alternate,OR126,LOVES,134.9,,Y,Under,OR126,100.0,,,MT225,,N,Location Noncompliant Cost,LOVES,PILOT,0
231473,Line Haul,AQU3545-01,6/20/2026,1,6/21/2026,6/26/2026,Fill,Alternate,OR126,LOVES,134.9,,Y,Under,OR126,100.0,,,MT225,,N,Gallon Over/Under Cost,LOVES,PILOT,0
231473,Line Haul,AQU3545-01,6/20/2026,1,6/21/2026,6/26/2026,Fill,Alternate,OR126,LOVES,134.9,,Y,Under,OR126,100.0,,,MT225,,N,Gallon Over/Under,LOVES,PILOT,34.92
231473,Line Haul,AQU3545-01,6/20/2026,1,6/21/2026,6/26/2026,Fill,Alternate,OR126,LOVES,134.9,,Y,Under,OR126,100.0,,,MT225,,N,Fuel Rec Count,LOVES,PILOT,1
231473,Line Haul,AQV3601-03,6/26/2026,1,6/26/2026,6/28/2026,Partial,Primary,MT225,PILOT,143.6,,Y,Under,MT225,122.1,,,SD452,,N,Total Noncompliant Cost,PILOT,LOVES,-9.206328000
231473,Line Haul,AQV3601-03,6/26/2026,1,6/26/2026,6/28/2026,Partial,Primary,MT225,PILOT,143.6,,Y,Under,MT225,122.1,,,SD452,,N,Location Noncompliant Cost,PILOT,LOVES,0
231473,Line Haul,AQV3601-03,6/26/2026,1,6/26/2026,6/28/2026,Partial,Primary,MT225,PILOT,143.6,,Y,Under,MT225,122.1,,,SD452,,N,Gallon Over/Under Cost,PILOT,LOVES,-9.206328000
231473,Line Haul,AQV3601-03,6/26/2026,1,6/26/2026,6/28/2026,Partial,Primary,MT225,PILOT,143.6,,Y,Under,MT225,122.1,,,SD452,,N,Gallon Over/Under,PILOT,LOVES,21.48
231473,Line Haul,AQV3601-03,6/26/2026,1,6/26/2026,6/28/2026,Partial,Primary,MT225,PILOT,143.6,,Y,Under,MT225,122.1,,,SD452,,N,Fuel Rec Count,PILOT,LOVES,1
231473,Line Haul,AQV3601-03,6/26/2026,2,6/28/2026,6/29/2026,Partial,Primary,SD452,LOVES,84.9,,Y,Allowable,SD452,87.2,,,IL173,,N,Total Noncompliant Cost,LOVES,PILOT,0
231473,Line Haul,AQV3601-03,6/26/2026,2,6/28/2026,6/29/2026,Partial,Primary,SD452,LOVES,84.9,,Y,Allowable,SD452,87.2,,,IL173,,N,Location Noncompliant Cost,LOVES,PILOT,0
231473,Line Haul,AQV3601-03,6/26/2026,2,6/28/2026,6/29/2026,Partial,Primary,SD452,LOVES,84.9,,Y,Allowable,SD452,87.2,,,IL173,,N,Gallon Over/Under Cost,LOVES,PILOT,0
231473,Line Haul,AQV3601-03,6/26/2026,2,6/28/2026,6/29/2026,Partial,Primary,SD452,LOVES,84.9,,Y,Allowable,SD452,87.2,,,IL173,,N,Gallon Over/Under,LOVES,PILOT,0
231473,Line Haul,AQV3601-03,6/26/2026,2,6/28/2026,6/29/2026,Partial,Primary,SD452,LOVES,84.9,,Y,Allowable,SD452,87.2,,,IL173,,N,Fuel Rec Count,LOVES,PILOT,1
231473,Line Haul,AQV3601-03,6/26/2026,3,6/29/2026,7/2/2026,Fill,Primary,IL173,PILOT,140,,Y,Under,IL173,112.8,,,VA307,,N,Total Noncompliant Cost,PILOT,LOVES,15.621558
231473,Line Haul,AQV3601-03,6/26/2026,3,6/29/2026,7/2/2026,Fill,Primary,IL173,PILOT,140,,Y,Under,IL173,112.8,,,VA307,,N,Location Noncompliant Cost,PILOT,LOVES,0
231473,Line Haul,AQV3601-03,6/26/2026,3,6/29/2026,7/2/2026,Fill,Primary,IL173,PILOT,140,,Y,Under,IL173,112.8,,,VA307,,N,Gallon Over/Under Cost,PILOT,LOVES,15.621558
231473,Line Haul,AQV3601-03,6/26/2026,3,6/29/2026,7/2/2026,Fill,Primary,IL173,PILOT,140,,Y,Under,IL173,112.8,,,VA307,,N,Gallon Over/Under,PILOT,LOVES,27.22
231473,Line Haul,AQV3601-03,6/26/2026,3,6/29/2026,7/2/2026,Fill,Primary,IL173,PILOT,140,,Y,Under,IL173,112.8,,,VA307,,N,Fuel Rec Count,PILOT,LOVES,1
231473,Line Haul,AQY6336-02,7/4/2026,1,7/4/2026,7/7/2026,Fill,Primary,TN244,PILOT,127.9,,Y,Under,TN244,103.6,,,IL358,,N,Total Noncompliant Cost,PILOT,LOVES,0
231473,Line Haul,AQY6336-02,7/4/2026,1,7/4/2026,7/7/2026,Fill,Primary,TN244,PILOT,127.9,,Y,Under,TN244,103.6,,,IL358,,N,Location Noncompliant Cost,PILOT,LOVES,0
231473,Line Haul,AQY6336-02,7/4/2026,1,7/4/2026,7/7/2026,Fill,Primary,TN244,PILOT,127.9,,Y,Under,TN244,103.6,,,IL358,,N,Gallon Over/Under Cost,PILOT,LOVES,0
231473,Line Haul,AQY6336-02,7/4/2026,1,7/4/2026,7/7/2026,Fill,Primary,TN244,PILOT,127.9,,Y,Under,TN244,103.6,,,IL358,,N,Gallon Over/Under,PILOT,LOVES,24.26
231473,Line Haul,AQY6336-02,7/4/2026,1,7/4/2026,7/7/2026,Fill,Primary,TN244,PILOT,127.9,,Y,Under,TN244,103.6,,,IL358,,N,Fuel Rec Count,PILOT,LOVES,1
231473,Line Haul,AQZ3387-02,7/1/2026,1,7/2/2026,7/4/2026,Fill,Primary,VA307,LOVES,154.5,,Y,Allowable,VA307,154.5,,,TN244,,N,Total Noncompliant Cost,LOVES,PILOT,0
231473,Line Haul,AQZ3387-02,7/1/2026,1,7/2/2026,7/4/2026,Fill,Primary,VA307,LOVES,154.5,,Y,Allowable,VA307,154.5,,,TN244,,N,Location Noncompliant Cost,LOVES,PILOT,0
231473,Line Haul,AQZ3387-02,7/1/2026,1,7/2/2026,7/4/2026,Fill,Primary,VA307,LOVES,154.5,,Y,Allowable,VA307,154.5,,,TN244,,N,Gallon Over/Under Cost,LOVES,PILOT,0
231473,Line Haul,AQZ3387-02,7/1/2026,1,7/2/2026,7/4/2026,Fill,Primary,VA307,LOVES,154.5,,Y,Allowable,VA307,154.5,,,TN244,,N,Gallon Over/Under,LOVES,PILOT,0
231473,Line Haul,AQZ3387-02,7/1/2026,1,7/2/2026,7/4/2026,Fill,Primary,VA307,LOVES,154.5,,Y,Allowable,VA307,154.5,,,TN244,,N,Fuel Rec Count,LOVES,PILOT,1
231473,Line Haul,ARA9749-01,7/6/2026,1,7/7/2026,7/13/2026,Fill,Primary,IL358,LOVES,134.5,,Y,Under,IL358,101.9,,,OH817,,N,Total Noncompliant Cost,LOVES,PILOT,-3.80413592
231473,Line Haul,ARA9749-01,7/6/2026,1,7/7/2026,7/13/2026,Fill,Primary,IL358,LOVES,134.5,,Y,Under,IL358,101.9,,,OH817,,N,Location Noncompliant Cost,LOVES,PILOT,0
231473,Line Haul,ARA9749-01,7/6/2026,1,7/7/2026,7/13/2026,Fill,Primary,IL358,LOVES,134.5,,Y,Under,IL358,101.9,,,OH817,,N,Gallon Over/Under Cost,LOVES,PILOT,-3.80413592
231473,Line Haul,ARA9749-01,7/6/2026,1,7/7/2026,7/13/2026,Fill,Primary,IL358,LOVES,134.5,,Y,Under,IL358,101.9,,,OH817,,N,Gallon Over/Under,LOVES,PILOT,32.63
231473,Line Haul,ARA9749-01,7/6/2026,1,7/7/2026,7/13/2026,Fill,Primary,IL358,LOVES,134.5,,Y,Under,IL358,101.9,,,OH817,,N,Fuel Rec Count,LOVES,PILOT,1
231473,Line Haul,ARB8686-01,7/14/2026,1,7/14/2026,7/16/2026,Fill,Primary,IL173,PILOT,111,,Y,Under,IL173,82.1,,,FP050,,N,Total Noncompliant Cost,PILOT,Terminal,14.909076
231473,Line Haul,ARB8686-01,7/14/2026,1,7/14/2026,7/16/2026,Fill,Primary,IL173,PILOT,111,,Y,Under,IL173,82.1,,,FP050,,N,Location Noncompliant Cost,PILOT,Terminal,0
231473,Line Haul,ARB8686-01,7/14/2026,1,7/14/2026,7/16/2026,Fill,Primary,IL173,PILOT,111,,Y,Under,IL173,82.1,,,FP050,,N,Gallon Over/Under Cost,PILOT,Terminal,14.909076
231473,Line Haul,ARB8686-01,7/14/2026,1,7/14/2026,7/16/2026,Fill,Primary,IL173,PILOT,111,,Y,Under,IL173,82.1,,,FP050,,N,Gallon Over/Under,PILOT,Terminal,28.86
231473,Line Haul,ARB8686-01,7/14/2026,1,7/14/2026,7/16/2026,Fill,Primary,IL173,PILOT,111,,Y,Under,IL173,82.1,,,FP050,,N,Fuel Rec Count,PILOT,Terminal,1
231473,Line Haul,ARI9180-01,7/13/2026,1,7/13/2026,7/14/2026,Partial,Primary,OH817,PILOT,68.4,,Y,Allowable,OH817,71.1,,,IL173,,N,Total Noncompliant Cost,PILOT,PILOT,0
231473,Line Haul,ARI9180-01,7/13/2026,1,7/13/2026,7/14/2026,Partial,Primary,OH817,PILOT,68.4,,Y,Allowable,OH817,71.1,,,IL173,,N,Location Noncompliant Cost,PILOT,PILOT,0
231473,Line Haul,ARI9180-01,7/13/2026,1,7/13/2026,7/14/2026,Partial,Primary,OH817,PILOT,68.4,,Y,Allowable,OH817,71.1,,,IL173,,N,Gallon Over/Under Cost,PILOT,PILOT,0
231473,Line Haul,ARI9180-01,7/13/2026,1,7/13/2026,7/14/2026,Partial,Primary,OH817,PILOT,68.4,,Y,Allowable,OH817,71.1,,,IL173,,N,Gallon Over/Under,PILOT,PILOT,0
231473,Line Haul,ARI9180-01,7/13/2026,1,7/13/2026,7/14/2026,Partial,Primary,OH817,PILOT,68.4,,Y,Allowable,OH817,71.1,,,IL173,,N,Fuel Rec Count,PILOT,PILOT,1
231473,Line Haul,ARJ5793-01,7/16/2026,1,7/16/2026,7/19/2026,Fill,Terminal Fueling,FP050,Terminal,109.3,,Y,Allowable,FP050,108.8,,,WY308,,N,Total Noncompliant Cost,Terminal,PILOT,0
231473,Line Haul,ARJ5793-01,7/16/2026,1,7/16/2026,7/19/2026,Fill,Terminal Fueling,FP050,Terminal,109.3,,Y,Allowable,FP050,108.8,,,WY308,,N,Location Noncompliant Cost,Terminal,PILOT,0
231473,Line Haul,ARJ5793-01,7/16/2026,1,7/16/2026,7/19/2026,Fill,Terminal Fueling,FP050,Terminal,109.3,,Y,Allowable,FP050,108.8,,,WY308,,N,Gallon Over/Under Cost,Terminal,PILOT,0
231473,Line Haul,ARJ5793-01,7/16/2026,1,7/16/2026,7/19/2026,Fill,Terminal Fueling,FP050,Terminal,109.3,,Y,Allowable,FP050,108.8,,,WY308,,N,Gallon Over/Under,Terminal,PILOT,0
231473,Line Haul,ARJ5793-01,7/16/2026,1,7/16/2026,7/19/2026,Fill,Terminal Fueling,FP050,Terminal,109.3,,Y,Allowable,FP050,108.8,,,WY308,,N,Fuel Rec Count,Terminal,PILOT,1
231473,Line Haul,ARN3865-01,7/21/2026,1,7/21/2026,7/22/2026,Fill,Alternate,UT744,PILOT,137.5,,Y,Under,UT744,124.9,,,MT011,,N,Total Noncompliant Cost,PILOT,LOVES,0.314250000
231473,Line Haul,ARN3865-01,7/21/2026,1,7/21/2026,7/22/2026,Fill,Alternate,UT744,PILOT,137.5,,Y,Under,UT744,124.9,,,MT011,,N,Location Noncompliant Cost,PILOT,LOVES,0
231473,Line Haul,ARN3865-01,7/21/2026,1,7/21/2026,7/22/2026,Fill,Alternate,UT744,PILOT,137.5,,Y,Under,UT744,124.9,,,MT011,,N,Gallon Over/Under Cost,PILOT,LOVES,0.314250000
231473,Line Haul,ARN3865-01,7/21/2026,1,7/21/2026,7/22/2026,Fill,Alternate,UT744,PILOT,137.5,,Y,Under,UT744,124.9,,,MT011,,N,Gallon Over/Under,PILOT,LOVES,12.57
231473,Line Haul,ARN3865-01,7/21/2026,1,7/21/2026,7/22/2026,Fill,Alternate,UT744,PILOT,137.5,,Y,Under,UT744,124.9,,,MT011,,N,Fuel Rec Count,PILOT,LOVES,1
231473,Line Haul,ARN3865-01,7/21/2026,2,7/22/2026,7/28/2026,Fill,Primary,MT011,LOVES,78.2,,Y,Under,MT011,31.8,,,ID222,,N,Total Noncompliant Cost,LOVES,PILOT,-1.131359810
231473,Line Haul,ARN3865-01,7/21/2026,2,7/22/2026,7/28/2026,Fill,Primary,MT011,LOVES,78.2,,Y,Under,MT011,31.8,,,ID222,,N,Location Noncompliant Cost,LOVES,PILOT,0
231473,Line Haul,ARN3865-01,7/21/2026,2,7/22/2026,7/28/2026,Fill,Primary,MT011,LOVES,78.2,,Y,Under,MT011,31.8,,,ID222,,N,Gallon Over/Under Cost,LOVES,PILOT,-1.131359810
231473,Line Haul,ARN3865-01,7/21/2026,2,7/22/2026,7/28/2026,Fill,Primary,MT011,LOVES,78.2,,Y,Under,MT011,31.8,,,ID222,,N,Gallon Over/Under,LOVES,PILOT,46.43
231473,Line Haul,ARN3865-01,7/21/2026,2,7/22/2026,7/28/2026,Fill,Primary,MT011,LOVES,78.2,,Y,Under,MT011,31.8,,,ID222,,N,Fuel Rec Count,LOVES,PILOT,1
231473,Line Haul,ARO6790-01,7/18/2026,1,7/19/2026,7/21/2026,Fill,Primary,WY308,PILOT,133.6,,Y,Under,WY308,75.6,,,UT744,,N,Total Noncompliant Cost,PILOT,PILOT,14.14382599
231473,Line Haul,ARO6790-01,7/18/2026,1,7/19/2026,7/21/2026,Fill,Primary,WY308,PILOT,133.6,,Y,Under,WY308,75.6,,,UT744,,N,Location Noncompliant Cost,PILOT,PILOT,0
231473,Line Haul,ARO6790-01,7/18/2026,1,7/19/2026,7/21/2026,Fill,Primary,WY308,PILOT,133.6,,Y,Under,WY308,75.6,,,UT744,,N,Gallon Over/Under Cost,PILOT,PILOT,14.14382599
231473,Line Haul,ARO6790-01,7/18/2026,1,7/19/2026,7/21/2026,Fill,Primary,WY308,PILOT,133.6,,Y,Under,WY308,75.6,,,UT744,,N,Gallon Over/Under,PILOT,PILOT,58.03
231473,Line Haul,ARO6790-01,7/18/2026,1,7/19/2026,7/21/2026,Fill,Primary,WY308,PILOT,133.6,,Y,Under,WY308,75.6,,,UT744,,N,Fuel Rec Count,PILOT,PILOT,1
231473,Line Haul,ARR9262-01,7/28/2026,1,7/28/2026,7/30/2026,Fill,Primary,ID222,PILOT,135.2,,Y,Under,ID222,124.4,,,FP195,,N,Total Noncompliant Cost,PILOT,Terminal,4.07353122
231473,Line Haul,ARR9262-01,7/28/2026,1,7/28/2026,7/30/2026,Fill,Primary,ID222,PILOT,135.2,,Y,Under,ID222,124.4,,,FP195,,N,Location Noncompliant Cost,PILOT,Terminal,0
231473,Line Haul,ARR9262-01,7/28/2026,1,7/28/2026,7/30/2026,Fill,Primary,ID222,PILOT,135.2,,Y,Under,ID222,124.4,,,FP195,,N,Gallon Over/Under Cost,PILOT,Terminal,4.07353122
231473,Line Haul,ARR9262-01,7/28/2026,1,7/28/2026,7/30/2026,Fill,Primary,ID222,PILOT,135.2,,Y,Under,ID222,124.4,,,FP195,,N,Gallon Over/Under,PILOT,Terminal,10.83
231473,Line Haul,ARR9262-01,7/28/2026,1,7/28/2026,7/30/2026,Fill,Primary,ID222,PILOT,135.2,,Y,Under,ID222,124.4,,,FP195,,N,Fuel Rec Count,PILOT,Terminal,1
231490,Line Haul,AQM8919-01,6/17/2026,1,6/17/2026,6/18/2026,Partial,Primary,WY308,PILOT,62.5,,Y,Allowable,WY308,64.9,,,FP847,,N,Total Noncompliant Cost,PILOT,Terminal,0
231490,Line Haul,AQM8919-01,6/17/2026,1,6/17/2026,6/18/2026,Partial,Primary,WY308,PILOT,62.5,,Y,Allowable,WY308,64.9,,,FP847,,N,Location Noncompliant Cost,PILOT,Terminal,0
231490,Line Haul,AQM8919-01,6/17/2026,1,6/17/2026,6/18/2026,Partial,Primary,WY308,PILOT,62.5,,Y,Allowable,WY308,64.9,,,FP847,,N,Gallon Over/Under Cost,PILOT,Terminal,0
231490,Line Haul,AQM8919-01,6/17/2026,1,6/17/2026,6/18/2026,Partial,Primary,WY308,PILOT,62.5,,Y,Allowable,WY308,64.9,,,FP847,,N,Gallon Over/Under,PILOT,Terminal,0
231490,Line Haul,AQM8919-01,6/17/2026,1,6/17/2026,6/18/2026,Partial,Primary,WY308,PILOT,62.5,,Y,Allowable,WY308,64.9,,,FP847,,N,Fuel Rec Count,PILOT,Terminal,1
231490,Line Haul,AQM8919-01,6/17/2026,2,6/18/2026,6/26/2026,Fill,Terminal Fueling,FP847,Terminal,140,,Y,Under,FP847,121.0,,,OR042,,N,Total Noncompliant Cost,Terminal,LOVES,0
231490,Line Haul,AQM8919-01,6/17/2026,2,6/18/2026,6/26/2026,Fill,Terminal Fueling,FP847,Terminal,140,,Y,Under,FP847,121.0,,,OR042,,N,Location Noncompliant Cost,Terminal,LOVES,0
231490,Line Haul,AQM8919-01,6/17/2026,2,6/18/2026,6/26/2026,Fill,Terminal Fueling,FP847,Terminal,140,,Y,Under,FP847,121.0,,,OR042,,N,Gallon Over/Under Cost,Terminal,LOVES,0
231490,Line Haul,AQM8919-01,6/17/2026,2,6/18/2026,6/26/2026,Fill,Terminal Fueling,FP847,Terminal,140,,Y,Under,FP847,121.0,,,OR042,,N,Gallon Over/Under,Terminal,LOVES,19
231490,Line Haul,AQM8919-01,6/17/2026,2,6/18/2026,6/26/2026,Fill,Terminal Fueling,FP847,Terminal,140,,Y,Under,FP847,121.0,,,OR042,,N,Fuel Rec Count,Terminal,LOVES,1
231490,Line Haul,AQO0335-01,6/13/2026,1,6/14/2026,6/14/2026,Partial,Did not follow,MT181,PILOT,157.2,,N,Under,ID330,75.1,,,MT225,,Y,Total Noncompliant Cost,LOVES,PILOT,29.740610000
231490,Line Haul,AQO0335-01,6/13/2026,1,6/14/2026,6/14/2026,Partial,Did not follow,MT181,PILOT,157.2,,N,Under,ID330,75.1,,,MT225,,Y,Location Noncompliant Cost,LOVES,PILOT,36.135421
231490,Line Haul,AQO0335-01,6/13/2026,1,6/14/2026,6/14/2026,Partial,Did not follow,MT181,PILOT,157.2,,N,Under,ID330,75.1,,,MT225,,Y,Gallon Over/Under Cost,LOVES,PILOT,-6.394811000
231490,Line Haul,AQO0335-01,6/13/2026,1,6/14/2026,6/14/2026,Partial,Did not follow,MT181,PILOT,157.2,,N,Under,ID330,75.1,,,MT225,,Y,Gallon Over/Under,LOVES,PILOT,82.09
231490,Line Haul,AQO0335-01,6/13/2026,1,6/14/2026,6/14/2026,Partial,Did not follow,MT181,PILOT,157.2,,N,Under,ID330,75.1,,,MT225,,Y,Fuel Rec Count,LOVES,PILOT,1
231490,Line Haul,AQO0335-01,6/13/2026,2,6/14/2026,6/17/2026,Fill,Did not follow,WY223,PILOT,140,,N,Under,MT225,112.7,,,WY308,,Y,Total Noncompliant Cost,PILOT,PILOT,23.913298460
231490,Line Haul,AQO0335-01,6/13/2026,2,6/14/2026,6/17/2026,Fill,Did not follow,WY223,PILOT,140,,N,Under,MT225,112.7,,,WY308,,Y,Location Noncompliant Cost,PILOT,PILOT,24.048046000
231490,Line Haul,AQO0335-01,6/13/2026,2,6/14/2026,6/17/2026,Fill,Did not follow,WY223,PILOT,140,,N,Under,MT225,112.7,,,WY308,,Y,Gallon Over/Under Cost,PILOT,PILOT,-0.134747540
231490,Line Haul,AQO0335-01,6/13/2026,2,6/14/2026,6/17/2026,Fill,Did not follow,WY223,PILOT,140,,N,Under,MT225,112.7,,,WY308,,Y,Gallon Over/Under,PILOT,PILOT,27.31
231490,Line Haul,AQO0335-01,6/13/2026,2,6/14/2026,6/17/2026,Fill,Did not follow,WY223,PILOT,140,,N,Under,MT225,112.7,,,WY308,,Y,Fuel Rec Count,PILOT,PILOT,1
231490,Line Haul,AQU0842-01,6/24/2026,,6/26/2026,6/27/2026,,Acall,,,,,N,zErr,OR042,63.1,,,OR286,,Y,Total Noncompliant Cost,LOVES,PILOT,6.311
231490,Line Haul,AQU0842-01,6/24/2026,,6/26/2026,6/27/2026,,Acall,,,,,N,zErr,OR042,63.1,,,OR286,,Y,Location Noncompliant Cost,LOVES,PILOT,6.311
231490,Line Haul,AQU0842-01,6/24/2026,,6/26/2026,6/27/2026,,Acall,,,,,N,zErr,OR042,63.1,,,OR286,,Y,Gallon Over/Under Cost,LOVES,PILOT,0
231490,Line Haul,AQU0842-01,6/24/2026,,6/26/2026,6/27/2026,,Acall,,,,,N,zErr,OR042,63.1,,,OR286,,Y,Gallon Over/Under,LOVES,PILOT,
231490,Line Haul,AQU0842-01,6/24/2026,,6/26/2026,6/27/2026,,Acall,,,,,N,zErr,OR042,63.1,,,OR286,,Y,Fuel Rec Count,LOVES,PILOT,1
231490,Line Haul,AQY3319-01,7/1/2026,,7/1/2026,7/2/2026,,Acall,,,,,N,zErr,CA093,63.0,,,CA867,,N,Total Noncompliant Cost,LOVES,PILOT,6.3
231490,Line Haul,AQY3319-01,7/1/2026,,7/1/2026,7/2/2026,,Acall,,,,,N,zErr,CA093,63.0,,,CA867,,N,Location Noncompliant Cost,LOVES,PILOT,6.3
231490,Line Haul,AQY3319-01,7/1/2026,,7/1/2026,7/2/2026,,Acall,,,,,N,zErr,CA093,63.0,,,CA867,,N,Gallon Over/Under Cost,LOVES,PILOT,0
231490,Line Haul,AQY3319-01,7/1/2026,,7/1/2026,7/2/2026,,Acall,,,,,N,zErr,CA093,63.0,,,CA867,,N,Gallon Over/Under,LOVES,PILOT,
231490,Line Haul,AQY3319-01,7/1/2026,,7/1/2026,7/2/2026,,Acall,,,,,N,zErr,CA093,63.0,,,CA867,,N,Fuel Rec Count,LOVES,PILOT,1
231490,Line Haul,AQY3319-01,7/1/2026,,7/2/2026,7/3/2026,,Acall,,,,,N,zErr,CA867,64.3,,,OR070,,N,Total Noncompliant Cost,PILOT,LOVES,6.425
231490,Line Haul,AQY3319-01,7/1/2026,,7/2/2026,7/3/2026,,Acall,,,,,N,zErr,CA867,64.3,,,OR070,,N,Location Noncompliant Cost,PILOT,LOVES,6.425
231490,Line Haul,AQY3319-01,7/1/2026,,7/2/2026,7/3/2026,,Acall,,,,,N,zErr,CA867,64.3,,,OR070,,N,Gallon Over/Under Cost,PILOT,LOVES,0
231490,Line Haul,AQY3319-01,7/1/2026,,7/2/2026,7/3/2026,,Acall,,,,,N,zErr,CA867,64.3,,,OR070,,N,Gallon Over/Under,PILOT,LOVES,
231490,Line Haul,AQY3319-01,7/1/2026,,7/2/2026,7/3/2026,,Acall,,,,,N,zErr,CA867,64.3,,,OR070,,N,Fuel Rec Count,PILOT,LOVES,1
231490,Line Haul,AQY3319-01,7/1/2026,,7/3/2026,7/5/2026,,Acall,,,,,N,zErr,OR070,98.0,,,CA867,,N,Total Noncompliant Cost,LOVES,PILOT,9.8
231490,Line Haul,AQY3319-01,7/1/2026,,7/3/2026,7/5/2026,,Acall,,,,,N,zErr,OR070,98.0,,,CA867,,N,Location Noncompliant Cost,LOVES,PILOT,9.8
231490,Line Haul,AQY3319-01,7/1/2026,,7/3/2026,7/5/2026,,Acall,,,,,N,zErr,OR070,98.0,,,CA867,,N,Gallon Over/Under Cost,LOVES,PILOT,0
231490,Line Haul,AQY3319-01,7/1/2026,,7/3/2026,7/5/2026,,Acall,,,,,N,zErr,OR070,98.0,,,CA867,,N,Gallon Over/Under,LOVES,PILOT,
231490,Line Haul,AQY3319-01,7/1/2026,,7/3/2026,7/5/2026,,Acall,,,,,N,zErr,OR070,98.0,,,CA867,,N,Fuel Rec Count,LOVES,PILOT,1
231490,Line Haul,AQY3319-01,7/1/2026,,7/5/2026,7/8/2026,,Acall,,,,,N,zErr,CA867,99.3,,,CL106,,N,Total Noncompliant Cost,PILOT,PILOT,9.925
231490,Line Haul,AQY3319-01,7/1/2026,,7/5/2026,7/8/2026,,Acall,,,,,N,zErr,CA867,99.3,,,CL106,,N,Location Noncompliant Cost,PILOT,PILOT,9.925
231490,Line Haul,AQY3319-01,7/1/2026,,7/5/2026,7/8/2026,,Acall,,,,,N,zErr,CA867,99.3,,,CL106,,N,Gallon Over/Under Cost,PILOT,PILOT,0
231490,Line Haul,AQY3319-01,7/1/2026,,7/5/2026,7/8/2026,,Acall,,,,,N,zErr,CA867,99.3,,,CL106,,N,Gallon Over/Under,PILOT,PILOT,
231490,Line Haul,AQY3319-01,7/1/2026,,7/5/2026,7/8/2026,,Acall,,,,,N,zErr,CA867,99.3,,,CL106,,N,Fuel Rec Count,PILOT,PILOT,1
231490,Line Haul,ARG6207-01,7/14/2026,1,7/15/2026,7/16/2026,Partial,Primary,AR200,PILOT,87.1,,Y,Allowable,AR200,90.9,,,IL626,,N,Total Noncompliant Cost,PILOT,PILOT,0
231490,Line Haul,ARG6207-01,7/14/2026,1,7/15/2026,7/16/2026,Partial,Primary,AR200,PILOT,87.1,,Y,Allowable,AR200,90.9,,,IL626,,N,Location Noncompliant Cost,PILOT,PILOT,0
231490,Line Haul,ARG6207-01,7/14/2026,1,7/15/2026,7/16/2026,Partial,Primary,AR200,PILOT,87.1,,Y,Allowable,AR200,90.9,,,IL626,,N,Gallon Over/Under Cost,PILOT,PILOT,0
231490,Line Haul,ARG6207-01,7/14/2026,1,7/15/2026,7/16/2026,Partial,Primary,AR200,PILOT,87.1,,Y,Allowable,AR200,90.9,,,IL626,,N,Gallon Over/Under,PILOT,PILOT,0
231490,Line Haul,ARG6207-01,7/14/2026,1,7/15/2026,7/16/2026,Partial,Primary,AR200,PILOT,87.1,,Y,Allowable,AR200,90.9,,,IL626,,N,Fuel Rec Count,PILOT,PILOT,1
231490,Line Haul,ARG6207-01,7/14/2026,2,7/16/2026,7/18/2026,Fill,Primary,IL626,PILOT,140,,Y,Under,IL626,121.7,,,WI200,,N,Total Noncompliant Cost,PILOT,,0
231490,Line Haul,ARG6207-01,7/14/2026,2,7/16/2026,7/18/2026,Fill,Primary,IL626,PILOT,140,,Y,Under,IL626,121.7,,,WI200,,N,Location Noncompliant Cost,PILOT,,0
231490,Line Haul,ARG6207-01,7/14/2026,2,7/16/2026,7/18/2026,Fill,Primary,IL626,PILOT,140,,Y,Under,IL626,121.7,,,WI200,,N,Gallon Over/Under Cost,PILOT,,0
231490,Line Haul,ARG6207-01,7/14/2026,2,7/16/2026,7/18/2026,Fill,Primary,IL626,PILOT,140,,Y,Under,IL626,121.7,,,WI200,,N,Gallon Over/Under,PILOT,,18.35
231490,Line Haul,ARG6207-01,7/14/2026,2,7/16/2026,7/18/2026,Fill,Primary,IL626,PILOT,140,,Y,Under,IL626,121.7,,,WI200,,N,Fuel Rec Count,PILOT,,1
231490,Line Haul,ARG7413-01,7/7/2026,1,7/8/2026,7/10/2026,Fill,Primary,CL106,PILOT,135.3,,Y,Under,CL106,108.9,,,CA293,,N,Total Noncompliant Cost,PILOT,PILOT,0.939401490
